513478022,Ff_off,private,12/03/2023,500134969
503278723,Danytzu,private,07/02/2022,500134969
500532102,Dunendain,private,23/04/2021,500134969
532941548,cozmycozmy,commander,27/07/2016,500134969
516683287,andreisas,private,23/04/2021,500134969
602010052,SpookB,junior_officer,11/12/2022,500134969
524923650,Andrei_2009,private,07/02/2022,500134969
601948559,Swiftl3lade,private,11/12/2022,500134969
533534956,XerexGz,personnel_officer,23/04/2021,500134969
500605715,Mysterybox,private,05/08/2023,500134969
512962964,VASELINA_,private,25/06/2023,500134969
500345879,DonT_L00K,private,30/01/2022,500134969
509196824,mihay87,private,23/01/2023,500134969
542395673,soare_luna,executive_officer,19/11/2022,500134969
535554586,Cekka_1,private,20/02/2023,500134969
527840367,Shadow_Hunnter,combat_officer,26/08/2023,500134969
506763935,Ciuxy89,private,23/02/2023,500134969
505854752,Urticarie,private,19/02/2023,500134969
503620257,Dozatus,combat_officer,03/11/2022,500134969
509104198,Paul_MayLaT,combat_officer,13/01/2023,500134969
508533030,bursucudj,private,04/12/2022,500134969
526937461,Bogdan_Mihai_BM,private,15/12/2021,500134969
519091498,Nerzul009,executive_officer,24/11/2019,500134969
527469630,ucgucj,executive_officer,05/11/2020,500134969
511414700,Axeel16,private,24/04/2021,500134969
509472431,Bozoasd,personnel_officer,07/08/2021,500134969
512606000,_GipsyDanger,private,30/05/2023,500134969
525662387,Jagdpanzer_38t,private,29/11/2022,500134969
602006708,Hi_Im_Fast,combat_officer,11/12/2022,500134969
528965942,CRO_defender_1,private,18/07/2021,500134969
509962825,MrGiftgod000,junior_officer,23/04/2021,500134969
571169780,flo_ucj4ever,combat_officer,23/04/2021,500134969
503994300,smecherul27,combat_officer,07/09/2021,500134969
504916413,wille0004,private,21/11/2021,500134969
510424382,CYE_BigDaddy,junior_officer,17/10/2021,500134969
509059647,suxess,recruitment_officer,06/06/2021,500134969
529736384,H_A_I_94,private,24/09/2021,500134969
527335230,DanCH87,private,12/12/2021,500134969
566247750,MEGA_B1G_GUN,private,07/11/2021,500134969
501054021,CaalShto,combat_officer,23/04/2021,500134969
500454982,baby_shacks,private,10/08/2022,500134969
542367550,Dragnorod,combat_officer,30/08/2021,500134969
525094228,Call_me_Vosi,personnel_officer,03/02/2022,500134969
502550601,bigbogdy,private,10/12/2021,500134969
680278396,vityusha_kovalchuk,recruit,29/10/2023,500134969
564940130,Lucky7_Defender,private,29/04/2022,500134969
525213774,BARZANELaf,executive_officer,28/08/2017,500134969
512836559,aikaterine_23,junior_officer,26/07/2022,500134969
508561616,Deus12345,recruit,17/09/2023,500134969
535774033,Capitan_TigaiaMinune,private,21/10/2022,500134969
543111634,_ElMaNiFiCo_,private,13/10/2021,500134969
518300116,the_bloody_fox,private,23/04/2021,500134969
510736857,noobfrv,junior_officer,04/01/2022,500134969
591333338,Izanagi_95,private,23/08/2022,500134969
535773915,Lord_cheliuta,private,23/04/2021,500134969
562651531,matyaslalo,private,02/02/2022,500134969
508297381,alexandruraducanu95,private,30/10/2022,500134969
575602000,FernandoUnikatu,private,22/04/2022,500134969
526185474,yujy,executive_officer,27/08/2017,500134969
543090788,GuldanGuldan1986,combat_officer,23/04/2021,500134969
505683301,WOLVERINEEE,private,26/05/2021,500134969
567319142,Cata_Za_CrazyOne,executive_officer,18/11/2022,500134969
519852777,MrConny1101,private,19/10/2021,500134969
500160492,Criza,private,03/02/2022,500134969
523681263,lordiq10,private,10/02/2023,500134969
677126740,Nevvalth19,personnel_officer,28/08/2023,500134969
535456626,alphasboy,recruit,28/10/2023,500134969
513605619,S_andu,private,23/04/2021,500134969
528636532,Fuaah,private,28/07/2021,500134969
501594485,AdriRatte,private,05/10/2021,500134969
586803702,R_A_Pascu,private,16/05/2022,500134969
500520953,CataSlate,private,06/02/2022,500134969
511660412,Doculetu27,private,16/07/2021,500134969
578463741,goleminator,junior_officer,06/04/2023,500134969
518894080,1HP_YouGotRektByMe,recruit,08/09/2023,500025989
502232587,Lynx_H3,private,21/03/2020,500025989
502538277,CJIPurpleII,private,26/12/2020,500025989
501519914,Svitman,combat_officer,17/10/2023,500025989
571886126,kASIKof,recruit,04/09/2023,500025989
513871424,FeLi_,combat_officer,10/05/2023,500025989
533985353,_Fr3ddy,recruit,14/11/2023,500025989
505970765,SteveGER,private,06/01/2019,500025989
516911700,Yanne_,private,15/08/2021,500025989
524000355,PoShYbRiD_xD,private,24/02/2018,500025989
570713198,TopIecCHIKA,private,21/08/2022,500025989
517905020,Harrison_TheWicked,recruit,09/05/2023,500025989
510621888,Baron_Dom,junior_officer,21/09/2022,500025989
525993092,Etnie_,private,09/03/2022,500025989
501524101,Alphahvh,private,17/07/2020,500025989
504573584,Skarium,combat_officer,07/03/2023,500025989
515369105,krypton1te_on_Feathers,private,04/03/2023,500025989
504325267,World_of_Tobias,private,24/08/2021,500025989
529834649,kajzaa,combat_officer,22/08/2021,500025989
575680155,Nerv0x_,recruit,04/05/2023,500025989
568167583,CAU_JSEM_SVITA,personnel_officer,16/02/2021,500025989
500103840,BPX,private,28/07/2018,500025989
512227489,Insane_BTW,commander,09/03/2023,500025989
594864293,DaCupCakkeZor,combat_officer,20/09/2022,500025989
514600621,FAME_Commander,private,06/02/2022,500025989
500964014,mailand,private,06/01/2019,500025989
508785852,_Sniper_The_One_,private,03/03/2023,500025989
538159806,GetR3kT__,private,10/03/2023,500025989
511322304,OMG_its_a_HULK,private,24/09/2020,500025989
516746956,TARQSlK,combat_officer,05/09/2023,500025989
500964560,Stefan_xD,private,12/03/2020,500025989
556912932,SPLATl,recruit,15/10/2023,500025989
582394077,CoMMander__FYX,recruit,19/09/2023,500025989
507715302,Xaneleon,private,09/06/2020,500025989
508402923,menairo1965,combat_officer,03/03/2023,500025989
503425775,BK1,private,10/02/2021,500025989
507085553,kyrahihi,private,19/07/2020,500025989
524729079,LuNA_The_WoRsT_CL1cKeR,executive_officer,08/03/2023,500025989
538754302,Hersch_,personnel_officer,06/08/2021,500025989
565113216,Logan_InReal,private,06/08/2022,500025989
501094149,GoHard_ANIALLATOR,executive_officer,05/03/2023,500025989
503474953,RafalEater,private,18/07/2020,500025989
504435476,creator__,combat_officer,08/06/2019,500025989
502353625,PhAntOm_HaZeee,recruit,30/09/2023,500025989
500089624,Schockisch,executive_officer,13/06/2022,500025989
507799428,JosephConrad,junior_officer,14/08/2021,500025989
515908741,DiNG_Rudko,personnel_officer,20/11/2019,500025989
507441444,EDA_JAK_MRAKY,recruit,14/05/2023,500025989
518482213,slodderv8,private,03/03/2023,500025989
505903407,Mrakar,private,12/05/2021,500025989
500283696,Ealien_,junior_officer,15/08/2021,500025989
525873466,Milti_xD,private,17/03/2021,500025989
511584575,_CJ,private,08/03/2023,500025989
509822278,shishx_the_animal,private,04/06/2020,500025989
501615946,Keyhand,executive_officer,04/03/2023,500025989
600693583,Nem_Tankelit,private,11/12/2022,500025989
597630288,IMeritoriousI,private,13/10/2022,500025989
501644119,Alexandre12387,private,09/03/2021,500025989
518935392,IMeritorious,private,14/12/2021,500025989
580439905,chewyklu,recruit,05/10/2023,500025989
500566758,The_Ich,private,09/03/2020,500025989
528065895,_Consume,combat_officer,14/08/2021,500025989
501537643,Yzne,private,11/03/2023,500025989
579690356,jaeckefa_on_COPIUM,combat_officer,22/09/2023,500025989
572597624,BuffaIo,combat_officer,19/08/2023,500025989
514305404,GohanSSJ_Ultra_Instinct,recruit,08/09/2023,500025989
500316543,Aljo_DaNinja,private,06/03/2023,500025989
505510784,Failware,private,15/01/2020,500025989
547865835,DenisMcKebab,recruit,05/09/2023,500025989
501948292,PatrocIus,recruit,05/09/2023,500025989
575101830,KissaMies_The_Freak,recruit,24/10/2023,500025989
501153788,thePhilX,private,10/03/2023,500025989
556754831,Yzcko,recruit,01/04/2023,500025989
518512025,Splati_,recruit,14/04/2023,500025989
503263131,Comrade_F3lix,private,08/03/2023,500025989
601419678,KeysGuidesGoodPlaysAside,combat_officer,26/12/2022,500025989
513637792,jaeckefa,combat_officer,17/11/2022,500025989
514048838,IVORTEX__,private,02/10/2020,500025989
522489256,AUBURY,recruit,04/10/2023,500025989
526252460,Scatter_,junior_officer,11/05/2023,500025989
504989115,Vale__,executive_officer,05/03/2023,500025989
500506045,Dragos_CS,personnel_officer,15/08/2021,500025989
597010377,ShadowZS_,private,01/04/2023,500025989
528636372,Dom_zur_See,recruit,08/05/2023,500025989
502347735,HundeWurst,private,14/10/2020,500025989
583987162,Xillka__,combat_officer,14/09/2023,500025989
677070304,EBR_Race,combat_officer,31/10/2023,500025989
525528553,Toxic_HDL,combat_officer,04/03/2023,500025989
586361327,PositiveII,recruit,25/03/2023,500025989
673590696,IDIOTxPRINCE,recruit,09/05/2023,500025989
659398647,TundraEnjoyer_RYODAN,recruit,04/09/2023,500025989
500135417,Dakillzor,executive_officer,16/09/2023,500025989
530471932,_kajzoo_,combat_officer,30/07/2021,500025989
508741123,puricuLblindaT,private,21/10/2023,500068844
518651918,fck_this_R1GG3D_rolls,private,05/09/2023,500068844
503514627,sub03,private,26/03/2023,500068844
501339159,MCGOGU69,private,27/02/2020,500068844
525665543,addi_,executive_officer,01/05/2020,500068844
500160047,__T3rr0r__,private,22/02/2023,500068844
538005043,IArJiN,private,20/09/2023,500068844
511397438,speederXD,private,29/08/2022,500068844
601213536,Pain_Crabs_3681690,private,11/03/2023,500068844
510855237,Alekalek21,private,11/10/2023,500068844
528062536,Mishulika12,personnel_officer,08/03/2022,500068844
511452234,mario981,personnel_officer,26/09/2021,500068844
546592333,fck_this_R1GG3D_game,private,05/09/2023,500068844
502632017,fullhorrorcs,private,27/06/2023,500068844
523094610,OberSven,private,04/11/2023,500068844
536674911,Otaku_Marksman,private,04/02/2023,500068844
508528736,xXx_Pro_Gold_Spammer_xXx,private,23/10/2023,500068844
501870177,RhoAius,private,30/04/2021,500068844
513991787,DacuStrategist,commander,28/10/2015,500068844
501714035,Orzanel,personnel_officer,27/02/2020,500068844
541448309,RELICK_1,private,27/04/2021,500068844
502962295,_ZeyonTheLegend_,private,21/10/2023,500068844
509374072,Yndy_,private,08/06/2021,500068844
536881273,Cristianxb0,private,08/02/2022,500068844
516732546,Danimaxxx,private,15/11/2021,500068844
517117578,Andu_Destroyer,executive_officer,30/01/2021,500068844
507673744,RAZOR_99,private,30/11/2021,500068844
511799442,i_kamikaze,private,10/11/2021,500068844
500284056,Bearzil,private,26/06/2023,500068844
516554401,Carpatz,private,15/10/2023,500068844
501277870,Dracon_59BC,private,21/09/2022,500068844
501142193,focasimo,private,31/01/2021,500068844
515489461,danutvl,private,13/02/2023,500068844
509244088,CreKerZeu,private,24/01/2023,500068844
507680563,Prada69,private,09/01/2021,500068844
584386235,WantedMVP,private,26/07/2023,500068844
565434047,Gold__Digger__,private,05/01/2021,500068844
502117059,Mr_GoooLD,private,27/02/2020,500068844
554521299,WOW_factor,private,19/03/2023,500068844
574990036,Aemilius_Vexillarius,personnel_officer,10/11/2020,500068844
509414101,Condonation,private,20/09/2020,500068844
555275479,AnglePositive,private,09/08/2023,500068844
548760801,Piticu_Nr1,private,15/07/2021,500068844
519886052,Angels_of_Dacia,personnel_officer,11/08/2016,500068844
513201896,Araconda,private,27/02/2020,500068844
516745596,FullmetalBCH,private,27/02/2020,500068844
511292138,clausme07,private,27/02/2020,500068844
511046379,patrick__,private,12/03/2021,500068844
510553325,Mydnight,private,14/05/2023,500068844
513332982,NemeSsisBody,private,06/01/2022,500068844
513261831,__Just4Pain__,private,17/07/2023,500068844
518992139,_iL_tzuranel,private,21/01/2021,500068844
511551247,CATAMARAN2,personnel_officer,27/02/2020,500068844
598057233,IngerulMortii_,private,04/11/2023,500068844
517475716,shumis4s,private,27/02/2020,500068844
557572387,talianu_,private,02/12/2022,500068844
550337318,FUMAVA,private,17/09/2023,500068844
510971696,The_Triballian,private,21/07/2023,500068844
509538867,anonymus44,private,22/03/2023,500068844
556425025,Aemilius_Dacicus,private,25/06/2022,500068844
553393889,Tiaadi,private,08/02/2023,500068844
503591241,la_mano_de_dios,personnel_officer,17/04/2021,500068844
503835995,micutzu25,private,12/02/2023,500068844
526786925,_BoBu112_,private,15/02/2023,500068844
516671342,leut78,private,17/04/2023,500068844
585133436,tapucutourette,private,01/09/2023,500068844
509717891,shumifree,private,26/07/2021,500068844
509588356,bicele,private,28/09/2021,500068844
519329165,Zizou_Savvy,private,18/08/2022,500068844
544912795,1st_to_die,private,29/01/2023,500068844
528422302,Gigi_fcsb_ROU,personnel_officer,27/02/2020,500068844
500263841,sniper_afk,personnel_officer,27/02/2020,500068844
511731118,ediradulescu,private,24/01/2023,500068844
505358259,G_M_2,private,05/12/2021,500068844
525682106,DoYouBleed____,recruit,06/11/2023,500068844
516816320,luxilon_1,private,14/02/2023,500068844
584214987,bucinson,personnel_officer,02/09/2022,500068844
500402124,zzzero,private,03/12/2021,500068844
528531406,NoFear_Blindate,private,31/07/2023,500068844
534021586,Mephisto_Ro,private,04/05/2023,500068844
565960159,_MaSteR__KilLeR_7,private,17/09/2020,500068844
565653984,LokyFTW,private,05/03/2023,500068844
509011426,Pan_lii,private,09/05/2022,500068844
501991396,pyf73,private,29/12/2020,500068844
526478821,__Savvy_arrow__,personnel_officer,13/12/2020,500068844
544965614,PanLi,private,27/02/2020,500068844
529888752,TapuNebun,private,02/06/2020,500068844
515764734,neovoo,private,28/03/2023,500068844
500892460,siscomkii,commander,19/11/2011,500004438
512834856,ZaRaider,private,03/12/2022,500061069
552427864,GTD_Memorial,commander,08/03/2022,500061069
500415474,Kramrog,private,04/01/2022,500061069
578455645,Subverse,private,30/04/2022,500061069
519427039,stefanica94,private,05/03/2023,500061069
511066497,FlashMumu,private,14/02/2022,500056575
521205378,MPaul2014,combat_officer,07/04/2022,500056575
546787691,1MO_,combat_officer,15/02/2022,500056575
503222279,El_General,private,21/07/2022,500056575
522292232,CptAxis,recruit,04/12/2023,500056575
515839753,iulianrogoz,executive_officer,08/11/2021,500056575
547181322,DrunKAIM,private,22/02/2023,500056575
510538635,m4nunu,private,28/01/2023,500056575
512006668,Razjix,combat_officer,11/01/2022,500056575
508791309,razvy12,junior_officer,07/11/2022,500056575
515695888,Mihai_F48,private,24/12/2022,500056575
531558552,Devis_Bernardi,recruitment_officer,27/10/2023,500056575
509156370,adypaun,junior_officer,01/08/2021,500056575
516489283,Just_ignore_me,recruit,29/11/2023,500056575
512572912,Lamperouge_Lelouch,recruitment_officer,09/03/2022,500056575
511560573,PhantomSharpshooter,recruitment_officer,12/04/2023,500056575
594988313,STARPERS,recruitment_officer,17/03/2023,500056575
518234330,Bogdan2711,recruitment_officer,26/01/2023,500056575
508752281,Sottantreno,recruitment_officer,08/10/2023,500056575
500281007,DMX50_,intelligence_officer,15/03/2022,500056575
506745245,MrBlondu,personnel_officer,13/10/2020,500056575
505655071,byash,private,03/12/2022,500056575
500866081,AlexMiam4rsch,recruitment_officer,01/04/2022,500056575
510000164,radutu2004,recruitment_officer,14/11/2023,500056575
587969242,PizzaPastaMandolinoX,recruitment_officer,19/11/2023,500056575
536770282,bGd1923,commander,17/01/2022,500056575
500420779,nationalistu,junior_officer,28/07/2021,500056575
509214894,Warlupus,private,22/02/2023,500056575
508461359,Cpt_Kane,recruitment_officer,07/11/2022,500056575
502181808,Bramend,recruitment_officer,20/08/2023,500056575
682131336,Kolega_Leszka_Millera,recruit,02/12/2023,500056575
554972853,Mr_Antonescu,private,28/12/2022,500056575
500419766,beculetz,junior_officer,22/11/2023,500056575
549874441,MacFeed1998,recruitment_officer,02/04/2023,500056575
501785148,alexis9903,recruitment_officer,29/10/2023,500056575
515931210,Traszn3t,junior_officer,16/08/2021,500056575
527533074,Raku_OG,junior_officer,29/07/2021,500056575
501994947,REALiNf0,private,04/01/2023,500056575
509591606,Ety_Dinamo,executive_officer,24/07/2021,500056575
553222856,kimo__1,recruitment_officer,09/04/2023,500056575
508520137,Vilcheaz,recruit,04/12/2023,500056575
504839114,Stew__,recruitment_officer,18/07/2023,500056575
550793547,nemuriciuss,junior_officer,18/11/2021,500056575
547214141,minimaL16,private,22/02/2023,500056575
572528619,AnonimShoot,recruitment_officer,26/10/2023,500056575
501441616,S3by13,intelligence_officer,23/03/2021,500056575
509532497,juli6789,junior_officer,28/03/2022,500056575
512767698,killzone8,recruit,02/12/2023,500056575
519986259,PCH87,private,26/11/2022,500056575
600023165,Pretty_Forbes,private,04/03/2023,500056575
562048573,__SPICY,recruitment_officer,21/11/2023,500056575
509475800,TbTss,private,01/04/2022,500056575
511420377,Hociung,private,27/07/2022,500056575
509422938,bobypopas,private,18/12/2022,500056575
599966543,Reshetov_A_M,recruit,01/12/2023,500056575
522072413,Shoby8,executive_officer,20/08/2021,500056575
511144670,IceC00L,recruitment_officer,27/03/2023,500056575
508965600,GoldNoobKempBush,private,23/12/2022,500056575
541589857,MuerteCiko,recruit,27/11/2023,500056575
522343394,th3skipper,quartermaster,01/03/2022,500056575
551879163,MaMMuT_181,junior_officer,20/02/2022,500056575
677417091,_Poltro_,recruitment_officer,28/10/2023,500056575
520407014,Zaidraheem,private,02/09/2022,500056575
532760551,LKss,junior_officer,27/12/2021,500056575
546521660,GoHard_Joe,combat_officer,01/09/2023,500056575
504846570,Toolsty,recruitment_officer,04/09/2023,500056575
542524651,Kill_Just_Baboon,recruitment_officer,30/08/2023,500056575
523006098,Pasarilus,junior_officer,27/01/2022,500056575
500669422,Rekkles2,combat_officer,21/08/2021,500056575
500650109,redblast,combat_officer,30/07/2020,500056575
511564400,C00LnAmE,private,25/12/2022,500056575
502981105,Gica_pro,executive_officer,20/08/2021,500056575
509327474,sysq77,recruitment_officer,08/10/2023,500056575
517622419,5B0RNYC,junior_officer,30/11/2021,500056575
522823156,LupulCarpatyn,junior_officer,12/02/2023,500056575
582099561,Optimus_84,private,26/02/2023,500056575
595534318,x_He6ecHoe_Cu9IHue_x,private,27/02/2023,500056575
509970810,ElChingon,recruitment_officer,19/02/2022,500056575
511655151,marius89pmi,recruitment_officer,24/07/2023,500056575
500212605,sudoru,recruitment_officer,09/02/2023,500056575
600596095,Sit3k_,recruitment_officer,28/10/2023,500056575
517042190,StepBro_ISUS,personnel_officer,21/05/2021,500072791
531682640,Klauses,private,04/04/2023,500072791
501934102,Cherry_Moretz,private,25/12/2021,500072791
508342299,altu26,private,23/02/2022,500072791
509069342,_ierdnA_,private,24/03/2023,500072791
530378785,_Di3_HarD_,junior_officer,02/12/2022,500072791
509692459,2HIGH4U,recruitment_officer,18/05/2023,500072791
518267957,I_dont_Care6969,private,26/04/2021,500072791
515986495,SuperSafta,combat_officer,21/01/2023,500072791
531455502,_K1DaL_,private,06/01/2022,500072791
552068182,andrei_kv1,private,10/11/2022,500072791
511235672,LiNNNuX,private,11/02/2022,500072791
546371163,DanieI_lS,private,26/10/2023,500072791
509050466,floo122,private,13/07/2022,500072791
506679909,lIXlI,private,19/03/2023,500072791
595060353,yurets07,private,22/11/2023,500072791
529018498,StepBro_ENU,personnel_officer,26/11/2021,500072791
564010646,pelikanu18,private,05/04/2023,500072791
548039833,DarkAngel15_stern,recruit,29/11/2023,500072791
521216155,UserClaudiu,junior_officer,21/01/2023,500072791
509251744,StepBro_Theo,executive_officer,28/10/2019,500072791
535992993,_4LIN_,recruit,10/11/2023,500072791
511360163,54RGE,private,24/01/2023,500072791
511601316,I_am_Back_micutzu22,private,25/10/2019,500072791
516365683,viciu_razvi,private,06/02/2021,500072791
548669115,HaunteeD,private,19/08/2023,500072791
594986686,_PuMaS,private,26/10/2023,500072791
503374023,Lanceru,private,08/02/2023,500072791
514328779,StepBro_PhantomSniper,recruitment_officer,25/04/2023,500072791
559588562,_Pr3sTo,private,10/11/2023,500072791
523052243,Dez_Bitzu,combat_officer,21/08/2023,500072791
618728162,MJOLNIR_RO,combat_officer,26/02/2023,500072791
503651044,micutzu22,recruit,18/11/2023,500072791
532900306,Axe3L,junior_officer,11/03/2021,500072791
566379219,xCHIVUx,junior_officer,02/12/2023,500072791
533897761,George_Simplu,private,01/12/2023,500072791
513795321,Walther_Wenck,private,20/01/2023,500072791
567403774,Syrise94,combat_officer,20/01/2023,500072791
503375104,Dublu_C,private,01/04/2023,500072791
506554625,WishMaster82,reservist,01/12/2019,500072791
581405442,X_Trm_NexusLovesArta,private,03/11/2023,500072791
502028038,SVM10,private,05/02/2021,500072791
515121416,cokan666,private,16/07/2022,500072791
520039438,DontTouchMySkill,private,11/11/2021,500072791
540926222,Inglourious_Basterd_1,private,02/03/2022,500072791
620283663,Skry4MacDack,private,09/10/2023,500072791
508774161,_CHAPMAN__2,private,16/07/2023,500072791
504153362,eemy,combat_officer,05/04/2021,500072791
547571992,_ThE1st_,private,30/01/2023,500072791
508594969,potopul,private,08/08/2021,500072791
555040546,YaK_KiDaL_Dragos,recruitment_officer,28/04/2021,500072791
553362729,AdyBr01,private,14/01/2022,500072791
510419754,mur1ndel,private,09/07/2023,500072791
536919351,__RoG3R__,private,03/02/2021,500072791
522054458,GYMBRO_KEKW,private,03/07/2023,500072791
508912444,DubluGG,private,22/01/2023,500072791
550798141,spikenfs,private,28/03/2022,500072791
533138244,george_tootich,private,15/12/2021,500072791
555235658,CptOvidiu_2018,combat_officer,23/01/2023,500072791
518358861,R4R35,combat_officer,13/07/2022,500072791
591335247,Walterbak74,private,28/08/2022,500072791
502074704,Videophone,private,22/02/2022,500072791
519823709,WhoHoooo,combat_officer,19/01/2023,500072791
500818272,catalinike,junior_officer,30/09/2023,500072791
517171042,maneaitu,private,16/01/2022,500072791
512312676,Call_me_paffy,junior_officer,04/09/2023,500072791
577308529,_SilentStrike,private,23/01/2023,500072791
522940275,mihnea99_2014,recruitment_officer,30/10/2019,500072791
585601912,go_to_garage198311,private,07/03/2023,500072791
505510778,thankgun,recruitment_officer,17/07/2022,500072791
526572923,ZiRaX696,private,03/07/2023,500072791
534837123,_Cama_,private,12/02/2023,500072791
539531142,Dyablo_,private,24/07/2023,500072791
563750792,Sup3rSafta,private,06/10/2023,500072791
517253005,xX_ProJecTWot_Xx,private,18/05/2021,500072791
502827920,SLiveRdeM,private,05/09/2023,500072791
508858777,StepBro_Viobulli,combat_officer,03/03/2023,500072791
524702622,StepBro_Dark,combat_officer,13/10/2020,500072791
521506207,StepBro_STREETGUN,commander,02/06/2021,500072791
500854690,Mister_Infernoo,private,21/06/2023,500072791
511564207,Kiru_TheLegend,junior_officer,24/10/2019,500072791
530200498,WTF_Turo,private,13/07/2022,500072791
598453173,the__fortune,private,03/08/2023,500072791
503141814,Eric_X7,private,02/12/2023,500072791
500332789,visionRs,reservist,17/01/2023,500072791
635701184,Dennismhm,private,05/11/2023,500072791
502037957,__NCC__,combat_officer,21/01/2023,500072791
512145355,Katja__,private,14/11/2023,500072791
502037966,koletos,private,15/01/2022,500072791
501955535,Inwa3,junior_officer,07/09/2022,500072791
505643986,DesertFoX_84,private,15/03/2021,500072791
507861471,florin892,combat_officer,11/01/2023,500072791
